property_id,check_in_date,room_category,successful_bookings,capacity,occ_rate
16563,2022-06-17,RT1,24,41.0,58.54
17559,2022-06-17,RT1,20,32.0,62.5
17562,2022-06-17,RT1,8,20.0,40.0
17563,2022-06-17,RT1,14,25.0,56.0
18558,2022-06-17,RT1,8,15.0,53.33
18559,2022-06-17,RT1,17,42.0,40.48
18561,2022-06-17,RT1,23,33.0,69.7
18562,2022-06-17,RT1,21,38.0,55.26
18563,2022-06-17,RT1,13,27.0,48.15
19559,2022-06-17,RT1,13,24.0,54.17
19561,2022-06-17,RT1,18,36.0,50.0
17564,2022-06-17,RT1,7,16.0,43.75
19562,2022-06-17,RT2,15,23.0,65.22
18563,2022-06-17,RT2,13,29.0,44.83
17561,2022-06-17,RT2,21,36.0,58.33
17558,2022-06-17,RT2,24,50.0,48.0
16562,2022-06-17,RT2,22,43.0,51.16
16561,2022-06-17,RT2,17,24.0,70.83
16558,2022-06-17,RT2,14,22.0,63.64
19560,2022-06-17,RT2,24,38.0,63.16
16563,2022-06-17,RT2,26,38.0,68.42
16559,2022-06-17,RT2,24,41.0,58.54
19559,2022-06-17,RT2,20,41.0,48.78
19558,2022-06-17,RT2,16,39.0,41.03
17559,2022-06-17,RT2,26,39.0,66.67
16560,2022-06-17,RT2,17,34.0,50.0
18562,2022-06-17,RT2,20,34.0,58.82
18559,2022-06-17,RT2,18,44.0,40.91
17563,2022-06-17,RT2,29,44.0,65.91
17562,2022-06-17,RT2,14,30.0,46.67
18558,2022-06-17,RT2,17,30.0,56.67
17564,2022-06-17,RT2,19,40.0,47.5
18561,2022-06-17,RT2,26,40.0,65.0
18560,2022-06-17,RT2,25,40.0,62.5
17560,2022-06-17,RT2,25,45.0,55.56
19561,2022-06-17,RT2,24,45.0,53.33
19563,2022-06-17,RT2,23,45.0,51.11
19563,2022-06-17,RT3,14,29.0,48.28
19562,2022-06-17,RT3,16,29.0,55.17
19561,2022-06-17,RT3,14,29.0,48.28
18562,2022-06-17,RT3,20,29.0,68.97
17558,2022-06-17,RT3,16,27.0,59.26
17562,2022-06-17,RT3,11,27.0,40.74
19559,2022-06-17,RT3,15,27.0,55.56
16559,2022-06-17,RT3,20,32.0,62.5
16558,2022-06-17,RT3,5,8.0,62.5
18561,2022-06-17,RT3,17,25.0,68.0
16563,2022-06-17,RT3,15,20.0,75.0
18558,2022-06-17,RT3,15,26.0,57.69
18560,2022-06-17,RT3,13,24.0,54.17
18559,2022-06-17,RT3,9,23.0,39.13
19558,2022-06-17,RT3,9,21.0,42.86
17564,2022-06-17,RT3,9,24.0,37.5
16560,2022-06-17,RT3,10,20.0,50.0
16562,2022-06-17,RT3,10,18.0,55.56
17559,2022-06-17,RT3,10,16.0,62.5
17563,2022-06-17,RT3,10,16.0,62.5
18563,2022-06-17,RT3,10,23.0,43.48
17560,2022-06-17,RT3,12,25.0,48.0
17561,2022-06-17,RT3,12,19.0,63.16
19560,2022-06-17,RT3,12,19.0,63.16
16561,2022-06-17,RT3,11,21.0,52.38
16558,2022-06-17,RT4,2,3.0,66.67
19558,2022-06-17,RT4,4,7.0,57.14
18561,2022-06-17,RT4,5,9.0,55.56
17560,2022-06-17,RT4,6,13.0,46.15
16561,2022-06-17,RT4,7,10.0,70.0
19559,2022-06-17,RT4,1,3.0,33.33
17564,2022-06-17,RT4,7,17.0,41.18
18560,2022-06-17,RT4,10,15.0,66.67
19560,2022-06-17,RT4,10,16.0,62.5
18559,2022-06-17,RT4,9,19.0,47.37
17563,2022-06-17,RT4,13,19.0,68.42
19562,2022-06-17,RT4,10,14.0,71.43
17559,2022-06-17,RT4,8,14.0,57.14
18558,2022-06-17,RT4,10,20.0,50.0
18562,2022-06-17,RT4,12,20.0,60.0
18563,2022-06-17,RT4,9,18.0,50.0
16563,2022-06-17,RT4,13,18.0,72.22
16559,2022-06-17,RT4,10,18.0,55.56
16562,2022-06-17,RT4,3,6.0,50.0
17558,2022-06-17,RT4,3,6.0,50.0
17562,2022-06-17,RT4,3,6.0,50.0
19563,2022-06-17,RT4,3,6.0,50.0
16560,2022-06-17,RT4,3,7.0,42.86
19561,2022-06-17,RT4,3,7.0,42.86
17561,2022-06-17,RT4,3,4.0,75.0
16559,2022-06-18,RT1,29,30.0,96.67
18560,2022-06-18,RT1,26,30.0,86.67
19562,2022-06-18,RT1,27,30.0,90.0
19563,2022-06-18,RT1,22,30.0,73.33
17558,2022-06-18,RT1,14,19.0,73.68
16558,2022-06-18,RT1,17,19.0,89.47
17560,2022-06-18,RT1,29,40.0,72.5
19558,2022-06-18,RT1,23,40.0,57.5
19560,2022-06-18,RT1,24,26.0,92.31
17561,2022-06-18,RT1,22,26.0,84.62
16560,2022-06-18,RT1,25,34.0,73.53
16561,2022-06-18,RT1,17,18.0,94.44
16562,2022-06-18,RT1,22,31.0,70.97
16563,2022-06-18,RT1,37,41.0,90.24
17559,2022-06-18,RT1,32,32.0,100.0
17562,2022-06-18,RT1,12,20.0,60.0
17563,2022-06-18,RT1,22,25.0,88.0
18558,2022-06-18,RT1,12,15.0,80.0
18559,2022-06-18,RT1,26,42.0,61.9
18561,2022-06-18,RT1,28,33.0,84.85
18562,2022-06-18,RT1,38,38.0,100.0
18563,2022-06-18,RT1,18,27.0,66.67
19559,2022-06-18,RT1,17,24.0,70.83
19561,2022-06-18,RT1,25,36.0,69.44
17564,2022-06-18,RT1,10,16.0,62.5
19562,2022-06-18,RT2,20,23.0,86.96
18563,2022-06-18,RT2,21,29.0,72.41
17561,2022-06-18,RT2,32,36.0,88.89
17558,2022-06-18,RT2,34,50.0,68.0
16562,2022-06-18,RT2,32,43.0,74.42
16561,2022-06-18,RT2,23,24.0,95.83
16558,2022-06-18,RT2,21,22.0,95.45
19560,2022-06-18,RT2,33,38.0,86.84
16563,2022-06-18,RT2,34,38.0,89.47
16559,2022-06-18,RT2,37,41.0,90.24
19559,2022-06-18,RT2,30,41.0,73.17
19558,2022-06-18,RT2,22,39.0,56.41
17559,2022-06-18,RT2,36,39.0,92.31
16560,2022-06-18,RT2,24,34.0,70.59
18562,2022-06-18,RT2,32,34.0,94.12
18559,2022-06-18,RT2,30,44.0,68.18
17563,2022-06-18,RT2,41,44.0,93.18
17562,2022-06-18,RT2,20,30.0,66.67
18558,2022-06-18,RT2,22,30.0,73.33
17564,2022-06-18,RT2,26,40.0,65.0
18561,2022-06-18,RT2,37,40.0,92.5
18560,2022-06-18,RT2,37,40.0,92.5
17560,2022-06-18,RT2,35,45.0,77.78
19561,2022-06-18,RT2,32,45.0,71.11
19563,2022-06-18,RT2,34,45.0,75.56
19563,2022-06-18,RT3,20,29.0,68.97
19562,2022-06-18,RT3,29,29.0,100.0
19561,2022-06-18,RT3,20,29.0,68.97
18562,2022-06-18,RT3,27,29.0,93.1
17558,2022-06-18,RT3,21,27.0,77.78
17562,2022-06-18,RT3,16,27.0,59.26
19559,2022-06-18,RT3,21,27.0,77.78
16559,2022-06-18,RT3,29,32.0,90.62
16558,2022-06-18,RT3,7,8.0,87.5
17560,2022-06-18,RT3,18,25.0,72.0
18561,2022-06-18,RT3,22,25.0,88.0
16561,2022-06-18,RT3,20,21.0,95.24
16563,2022-06-18,RT3,19,20.0,95.0
17561,2022-06-18,RT3,18,19.0,94.74
18558,2022-06-18,RT3,19,26.0,73.08
18560,2022-06-18,RT3,23,24.0,95.83
18563,2022-06-18,RT3,17,23.0,73.91
19560,2022-06-18,RT3,16,19.0,84.21
16562,2022-06-18,RT3,13,18.0,72.22
17563,2022-06-18,RT3,13,16.0,81.25
18559,2022-06-18,RT3,13,23.0,56.52
16560,2022-06-18,RT3,14,20.0,70.0
17559,2022-06-18,RT3,14,16.0,87.5
17564,2022-06-18,RT3,14,24.0,58.33
19558,2022-06-18,RT3,12,21.0,57.14
19559,2022-06-18,RT4,2,3.0,66.67
16562,2022-06-18,RT4,4,6.0,66.67
17558,2022-06-18,RT4,4,6.0,66.67
17562,2022-06-18,RT4,4,6.0,66.67
19558,2022-06-18,RT4,4,7.0,57.14
19561,2022-06-18,RT4,5,7.0,71.43
19563,2022-06-18,RT4,5,6.0,83.33
16560,2022-06-18,RT4,6,7.0,85.71
16561,2022-06-18,RT4,9,10.0,90.0
17560,2022-06-18,RT4,9,13.0,69.23
18561,2022-06-18,RT4,9,9.0,100.0
17564,2022-06-18,RT4,10,17.0,58.82
18560,2022-06-18,RT4,14,15.0,93.33
19560,2022-06-18,RT4,15,16.0,93.75
18559,2022-06-18,RT4,11,19.0,57.89
17563,2022-06-18,RT4,17,19.0,89.47
19562,2022-06-18,RT4,11,14.0,78.57
17559,2022-06-18,RT4,13,14.0,92.86
18558,2022-06-18,RT4,15,20.0,75.0
18562,2022-06-18,RT4,18,20.0,90.0
18563,2022-06-18,RT4,13,18.0,72.22
16563,2022-06-18,RT4,18,18.0,100.0
16559,2022-06-18,RT4,18,18.0,100.0
17561,2022-06-18,RT4,3,4.0,75.0
16558,2022-06-18,RT4,3,3.0,100.0
19563,2022-06-19,RT3,19,29.0,65.52
18560,2022-06-19,RT1,25,30.0,83.33
19562,2022-06-19,RT1,26,30.0,86.67
19563,2022-06-19,RT1,17,30.0,56.67
17558,2022-06-19,RT1,12,19.0,63.16
16558,2022-06-19,RT1,13,19.0,68.42
17560,2022-06-19,RT1,26,40.0,65.0
19558,2022-06-19,RT1,21,40.0,52.5
19560,2022-06-19,RT1,21,26.0,80.77
17561,2022-06-19,RT1,17,26.0,65.38
16560,2022-06-19,RT1,20,34.0,58.82
16561,2022-06-19,RT1,12,18.0,66.67
16562,2022-06-19,RT1,18,31.0,58.06
16563,2022-06-19,RT1,31,41.0,75.61
17559,2022-06-19,RT1,26,32.0,81.25
17562,2022-06-19,RT1,10,20.0,50.0
17563,2022-06-19,RT1,17,25.0,68.0
18558,2022-06-19,RT1,10,15.0,66.67
18559,2022-06-19,RT1,21,42.0,50.0
18561,2022-06-19,RT1,24,33.0,72.73
18562,2022-06-19,RT1,30,38.0,78.95
18563,2022-06-19,RT1,15,27.0,55.56
19559,2022-06-19,RT1,16,24.0,66.67
19561,2022-06-19,RT1,22,36.0,61.11
17564,2022-06-19,RT1,8,16.0,50.0
19562,2022-06-19,RT2,19,23.0,82.61
18563,2022-06-19,RT2,16,29.0,55.17
17561,2022-06-19,RT2,24,36.0,66.67
17558,2022-06-19,RT2,34,50.0,68.0
16562,2022-06-19,RT2,25,43.0,58.14
16561,2022-06-19,RT2,17,24.0,70.83
16558,2022-06-19,RT2,19,22.0,86.36
19560,2022-06-19,RT2,26,38.0,68.42
16563,2022-06-19,RT2,25,38.0,65.79
16559,2022-06-19,RT2,29,41.0,70.73
19559,2022-06-19,RT2,23,41.0,56.1
19558,2022-06-19,RT2,19,39.0,48.72
17559,2022-06-19,RT2,29,39.0,74.36
16560,2022-06-19,RT2,19,34.0,55.88
18562,2022-06-19,RT2,23,34.0,67.65
18559,2022-06-19,RT2,22,44.0,50.0
17563,2022-06-19,RT2,30,44.0,68.18
17562,2022-06-19,RT2,17,30.0,56.67
18558,2022-06-19,RT2,16,30.0,53.33
17564,2022-06-19,RT2,19,40.0,47.5
18561,2022-06-19,RT2,32,40.0,80.0
18560,2022-06-19,RT2,35,40.0,87.5
17560,2022-06-19,RT2,28,45.0,62.22
19561,2022-06-19,RT2,26,45.0,57.78
19563,2022-06-19,RT2,26,45.0,57.78
16559,2022-06-19,RT1,22,30.0,73.33
19562,2022-06-19,RT3,21,29.0,72.41
19561,2022-06-19,RT3,18,29.0,62.07
18562,2022-06-19,RT3,20,29.0,68.97
17558,2022-06-19,RT3,16,27.0,59.26
17562,2022-06-19,RT3,13,27.0,48.15
19559,2022-06-19,RT3,17,27.0,62.96
16559,2022-06-19,RT3,24,32.0,75.0
16558,2022-06-19,RT3,6,8.0,75.0
17560,2022-06-19,RT3,16,25.0,64.0
18561,2022-06-19,RT3,17,25.0,68.0
17561,2022-06-19,RT3,16,19.0,84.21
18558,2022-06-19,RT3,17,26.0,65.38
18560,2022-06-19,RT3,21,24.0,87.5
18563,2022-06-19,RT3,15,23.0,65.22
19560,2022-06-19,RT3,15,19.0,78.95
16563,2022-06-19,RT3,13,20.0,65.0
16561,2022-06-19,RT3,14,21.0,66.67
17564,2022-06-19,RT3,14,24.0,58.33
16560,2022-06-19,RT3,12,20.0,60.0
16562,2022-06-19,RT3,12,18.0,66.67
19558,2022-06-19,RT3,12,21.0,57.14
17559,2022-06-19,RT3,11,16.0,68.75
17563,2022-06-19,RT3,11,16.0,68.75
18559,2022-06-19,RT3,11,23.0,47.83
19559,2022-06-19,RT4,2,3.0,66.67
16558,2022-06-19,RT4,2,3.0,66.67
16562,2022-06-19,RT4,4,6.0,66.67
17558,2022-06-19,RT4,4,6.0,66.67
19563,2022-06-19,RT4,4,6.0,66.67
16560,2022-06-19,RT4,4,7.0,57.14
19561,2022-06-19,RT4,4,7.0,57.14
18561,2022-06-19,RT4,6,9.0,66.67
16561,2022-06-19,RT4,7,10.0,70.0
17560,2022-06-19,RT4,8,13.0,61.54
17564,2022-06-19,RT4,8,17.0,47.06
18560,2022-06-19,RT4,11,15.0,73.33
19560,2022-06-19,RT4,14,16.0,87.5
18559,2022-06-19,RT4,8,19.0,42.11
17563,2022-06-19,RT4,15,19.0,78.95
19562,2022-06-19,RT4,9,14.0,64.29
17559,2022-06-19,RT4,11,14.0,78.57
18558,2022-06-19,RT4,11,20.0,55.0
18562,2022-06-19,RT4,14,20.0,70.0
18563,2022-06-19,RT4,11,18.0,61.11
16563,2022-06-19,RT4,12,18.0,66.67
16559,2022-06-19,RT4,13,18.0,72.22
17562,2022-06-19,RT4,3,6.0,50.0
19558,2022-06-19,RT4,3,7.0,42.86
17561,2022-06-19,RT4,3,4.0,75.0
16559,2022-06-20,RT1,18,30.0,60.0
19562,2022-06-20,RT1,16,30.0,53.33
19563,2022-06-20,RT1,15,30.0,50.0
17558,2022-06-20,RT1,7,19.0,36.84
16558,2022-06-20,RT1,12,19.0,63.16
17560,2022-06-20,RT1,15,40.0,37.5
19558,2022-06-20,RT1,11,40.0,27.5
19560,2022-06-20,RT1,14,26.0,53.85
17561,2022-06-20,RT1,11,26.0,42.31
16560,2022-06-20,RT1,13,34.0,38.24
16561,2022-06-20,RT1,10,18.0,55.56
16562,2022-06-20,RT1,12,31.0,38.71
16563,2022-06-20,RT1,22,41.0,53.66
17559,2022-06-20,RT1,18,32.0,56.25
17562,2022-06-20,RT1,8,20.0,40.0
17563,2022-06-20,RT1,13,25.0,52.0
18558,2022-06-20,RT1,7,15.0,46.67
18559,2022-06-20,RT1,13,42.0,30.95
18561,2022-06-20,RT1,18,33.0,54.55
18562,2022-06-20,RT1,19,38.0,50.0
18563,2022-06-20,RT1,12,27.0,44.44
19559,2022-06-20,RT1,10,24.0,41.67
19561,2022-06-20,RT1,17,36.0,47.22
17564,2022-06-20,RT1,6,16.0,37.5
19562,2022-06-20,RT2,11,23.0,47.83
18563,2022-06-20,RT2,14,29.0,48.28
17561,2022-06-20,RT2,21,36.0,58.33
17558,2022-06-20,RT2,21,50.0,42.0
16562,2022-06-20,RT2,19,43.0,44.19
16561,2022-06-20,RT2,12,24.0,50.0
16558,2022-06-20,RT2,11,22.0,50.0
19560,2022-06-20,RT2,20,38.0,52.63
16563,2022-06-20,RT2,17,38.0,44.74
16559,2022-06-20,RT2,20,41.0,48.78
19559,2022-06-20,RT2,21,41.0,51.22
19558,2022-06-20,RT2,13,39.0,33.33
17559,2022-06-20,RT2,17,39.0,43.59
16560,2022-06-20,RT2,17,34.0,50.0
18562,2022-06-20,RT2,15,34.0,44.12
18559,2022-06-20,RT2,17,44.0,38.64
17563,2022-06-20,RT2,23,44.0,52.27
17562,2022-06-20,RT2,11,30.0,36.67
18558,2022-06-20,RT2,12,30.0,40.0
17564,2022-06-20,RT2,13,40.0,32.5
18561,2022-06-20,RT2,21,40.0,52.5
18560,2022-06-20,RT2,19,40.0,47.5
17560,2022-06-20,RT2,18,45.0,40.0
19561,2022-06-20,RT2,16,45.0,35.56
19563,2022-06-20,RT2,18,45.0,40.0
19563,2022-06-20,RT3,14,29.0,48.28
18560,2022-06-20,RT1,17,30.0,56.67
19562,2022-06-20,RT3,14,29.0,48.28
19561,2022-06-20,RT3,11,29.0,37.93
18562,2022-06-20,RT3,16,29.0,55.17
17558,2022-06-20,RT3,11,27.0,40.74
17562,2022-06-20,RT3,8,27.0,29.63
19559,2022-06-20,RT3,11,27.0,40.74
16559,2022-06-20,RT3,17,32.0,53.12
16558,2022-06-20,RT3,3,8.0,37.5
16562,2022-06-20,RT3,8,18.0,44.44
17559,2022-06-20,RT3,8,16.0,50.0
19558,2022-06-20,RT3,8,21.0,38.1
18561,2022-06-20,RT3,13,25.0,52.0
17563,2022-06-20,RT3,9,16.0,56.25
18559,2022-06-20,RT3,9,23.0,39.13
18563,2022-06-20,RT3,9,23.0,39.13
19560,2022-06-20,RT3,9,19.0,47.37
16560,2022-06-20,RT3,10,20.0,50.0
17564,2022-06-20,RT3,10,24.0,41.67
16563,2022-06-20,RT3,12,20.0,60.0
16561,2022-06-20,RT3,11,21.0,52.38
17560,2022-06-20,RT3,11,25.0,44.0
17561,2022-06-20,RT3,11,19.0,57.89
18558,2022-06-20,RT3,11,26.0,42.31
18560,2022-06-20,RT3,11,24.0,45.83
17561,2022-06-20,RT4,2,4.0,50.0
17562,2022-06-20,RT4,2,6.0,33.33
19561,2022-06-20,RT4,2,7.0,28.57
19563,2022-06-20,RT4,2,6.0,33.33
16558,2022-06-20,RT4,2,3.0,66.67
17560,2022-06-20,RT4,4,13.0,30.77
16561,2022-06-20,RT4,5,10.0,50.0
18561,2022-06-20,RT4,5,9.0,55.56
17564,2022-06-20,RT4,6,17.0,35.29
19559,2022-06-20,RT4,1,3.0,33.33
18560,2022-06-20,RT4,7,15.0,46.67
19560,2022-06-20,RT4,8,16.0,50.0
18559,2022-06-20,RT4,8,19.0,42.11
17563,2022-06-20,RT4,10,19.0,52.63
19562,2022-06-20,RT4,8,14.0,57.14
17559,2022-06-20,RT4,8,14.0,57.14
18558,2022-06-20,RT4,8,20.0,40.0
18562,2022-06-20,RT4,11,20.0,55.0
18563,2022-06-20,RT4,7,18.0,38.89
16563,2022-06-20,RT4,10,18.0,55.56
16559,2022-06-20,RT4,11,18.0,61.11
16562,2022-06-20,RT4,3,6.0,50.0
17558,2022-06-20,RT4,3,6.0,50.0
16560,2022-06-20,RT4,3,7.0,42.86
19558,2022-06-20,RT4,3,7.0,42.86
16559,2022-06-21,RT1,13,30.0,43.33
18560,2022-06-21,RT1,15,30.0,50.0
19562,2022-06-21,RT1,12,30.0,40.0
19563,2022-06-21,RT1,13,30.0,43.33
17558,2022-06-21,RT1,6,19.0,31.58
16558,2022-06-21,RT1,9,19.0,47.37
17560,2022-06-21,RT1,15,40.0,37.5
19558,2022-06-21,RT1,14,40.0,35.0
19560,2022-06-21,RT1,13,26.0,50.0
17561,2022-06-21,RT1,13,26.0,50.0
16560,2022-06-21,RT1,15,34.0,44.12
16561,2022-06-21,RT1,10,18.0,55.56
16562,2022-06-21,RT1,13,31.0,41.94
16563,2022-06-21,RT1,22,41.0,53.66
17559,2022-06-21,RT1,17,32.0,53.12
17562,2022-06-21,RT1,7,20.0,35.0
17563,2022-06-21,RT1,14,25.0,56.0
18558,2022-06-21,RT1,8,15.0,53.33
18559,2022-06-21,RT1,12,42.0,28.57
18561,2022-06-21,RT1,18,33.0,54.55
18562,2022-06-21,RT1,20,38.0,52.63
18563,2022-06-21,RT1,11,27.0,40.74
19559,2022-06-21,RT1,10,24.0,41.67
19561,2022-06-21,RT1,13,36.0,36.11
17564,2022-06-21,RT1,6,16.0,37.5
19562,2022-06-21,RT2,11,23.0,47.83
18563,2022-06-21,RT2,10,29.0,34.48
17561,2022-06-21,RT2,20,36.0,55.56
17558,2022-06-21,RT2,21,50.0,42.0
16562,2022-06-21,RT2,21,43.0,48.84
16561,2022-06-21,RT2,13,24.0,54.17
16558,2022-06-21,RT2,10,22.0,45.45
19560,2022-06-21,RT2,21,38.0,55.26
16563,2022-06-21,RT2,21,38.0,55.26
16559,2022-06-21,RT2,23,41.0,56.1
19559,2022-06-21,RT2,18,41.0,43.9
19558,2022-06-21,RT2,14,39.0,35.9
17559,2022-06-21,RT2,23,39.0,58.97
16560,2022-06-21,RT2,15,34.0,44.12
18562,2022-06-21,RT2,22,34.0,64.71
18559,2022-06-21,RT2,14,44.0,31.82
17563,2022-06-21,RT2,21,44.0,47.73
17562,2022-06-21,RT2,11,30.0,36.67
18558,2022-06-21,RT2,13,30.0,43.33
17564,2022-06-21,RT2,12,40.0,30.0
18561,2022-06-21,RT2,19,40.0,47.5
18560,2022-06-21,RT2,19,40.0,47.5
17560,2022-06-21,RT2,19,45.0,42.22
19561,2022-06-21,RT2,20,45.0,44.44
19563,2022-06-21,RT2,22,45.0,48.89
19563,2022-06-21,RT3,12,29.0,41.38
19562,2022-06-21,RT3,13,29.0,44.83
19561,2022-06-21,RT3,11,29.0,37.93
18562,2022-06-21,RT3,14,29.0,48.28
17558,2022-06-21,RT3,12,27.0,44.44
17562,2022-06-21,RT3,9,27.0,33.33
19559,2022-06-21,RT3,12,27.0,44.44
16559,2022-06-21,RT3,16,32.0,50.0
16558,2022-06-21,RT3,3,8.0,37.5
16560,2022-06-21,RT3,8,20.0,40.0
16562,2022-06-21,RT3,8,18.0,44.44
17559,2022-06-21,RT3,8,16.0,50.0
18559,2022-06-21,RT3,8,23.0,34.78
18563,2022-06-21,RT3,8,23.0,34.78
19558,2022-06-21,RT3,8,21.0,38.1
18558,2022-06-21,RT3,9,26.0,34.62
17564,2022-06-21,RT3,9,24.0,37.5
16563,2022-06-21,RT3,10,20.0,50.0
17560,2022-06-21,RT3,10,25.0,40.0
17561,2022-06-21,RT3,10,19.0,52.63
17563,2022-06-21,RT3,10,16.0,62.5
19560,2022-06-21,RT3,10,19.0,52.63
16561,2022-06-21,RT3,12,21.0,57.14
18561,2022-06-21,RT3,12,25.0,48.0
18560,2022-06-21,RT3,11,24.0,45.83
16560,2022-06-21,RT4,2,7.0,28.57
16558,2022-06-21,RT4,2,3.0,66.67
19563,2022-06-21,RT4,4,6.0,66.67
18561,2022-06-21,RT4,4,9.0,44.44
16561,2022-06-21,RT4,6,10.0,60.0
17560,2022-06-21,RT4,6,13.0,46.15
17564,2022-06-21,RT4,6,17.0,35.29
19559,2022-06-21,RT4,1,3.0,33.33
18560,2022-06-21,RT4,9,15.0,60.0
19560,2022-06-21,RT4,10,16.0,62.5
18559,2022-06-21,RT4,6,19.0,31.58
17563,2022-06-21,RT4,9,19.0,47.37
19562,2022-06-21,RT4,6,14.0,42.86
17559,2022-06-21,RT4,9,14.0,64.29
18558,2022-06-21,RT4,8,20.0,40.0
18562,2022-06-21,RT4,10,20.0,50.0
18563,2022-06-21,RT4,7,18.0,38.89
16563,2022-06-21,RT4,11,18.0,61.11
16559,2022-06-21,RT4,10,18.0,55.56
16562,2022-06-21,RT4,3,6.0,50.0
17558,2022-06-21,RT4,3,6.0,50.0
17562,2022-06-21,RT4,3,6.0,50.0
19558,2022-06-21,RT4,3,7.0,42.86
19561,2022-06-21,RT4,3,7.0,42.86
17561,2022-06-21,RT4,3,4.0,75.0
19563,2022-06-22,RT3,11,29.0,37.93
16559,2022-06-22,RT1,15,30.0,50.0
18560,2022-06-22,RT1,14,30.0,46.67
19562,2022-06-22,RT1,15,30.0,50.0
19563,2022-06-22,RT1,12,30.0,40.0
17558,2022-06-22,RT1,8,19.0,42.11
16558,2022-06-22,RT1,10,19.0,52.63
17560,2022-06-22,RT1,16,40.0,40.0
19558,2022-06-22,RT1,12,40.0,30.0
19560,2022-06-22,RT1,12,26.0,46.15
17561,2022-06-22,RT1,15,26.0,57.69
16560,2022-06-22,RT1,14,34.0,41.18
16561,2022-06-22,RT1,11,18.0,61.11
16562,2022-06-22,RT1,11,31.0,35.48
16563,2022-06-22,RT1,20,41.0,48.78
17559,2022-06-22,RT1,14,32.0,43.75
17562,2022-06-22,RT1,7,20.0,35.0
17563,2022-06-22,RT1,10,25.0,40.0
18558,2022-06-22,RT1,5,15.0,33.33
18559,2022-06-22,RT1,15,42.0,35.71
18561,2022-06-22,RT1,15,33.0,45.45
18562,2022-06-22,RT1,17,38.0,44.74
18563,2022-06-22,RT1,13,27.0,48.15
19559,2022-06-22,RT1,9,24.0,37.5
19561,2022-06-22,RT1,15,36.0,41.67
17564,2022-06-22,RT1,5,16.0,31.25
19562,2022-06-22,RT2,12,23.0,52.17
18563,2022-06-22,RT2,13,29.0,44.83
17561,2022-06-22,RT2,19,36.0,52.78
17558,2022-06-22,RT2,22,50.0,44.0
16562,2022-06-22,RT2,18,43.0,41.86
16561,2022-06-22,RT2,13,24.0,54.17
16558,2022-06-22,RT2,10,22.0,45.45
19560,2022-06-22,RT2,19,38.0,50.0
16563,2022-06-22,RT2,19,38.0,50.0
16559,2022-06-22,RT2,22,41.0,53.66
19559,2022-06-22,RT2,19,41.0,46.34
19558,2022-06-22,RT2,13,39.0,33.33
17559,2022-06-22,RT2,23,39.0,58.97
16560,2022-06-22,RT2,14,34.0,41.18
18562,2022-06-22,RT2,21,34.0,61.76
18559,2022-06-22,RT2,17,44.0,38.64
17563,2022-06-22,RT2,23,44.0,52.27
17562,2022-06-22,RT2,10,30.0,33.33
18558,2022-06-22,RT2,15,30.0,50.0
17564,2022-06-22,RT2,19,40.0,47.5
18561,2022-06-22,RT2,18,40.0,45.0
18560,2022-06-22,RT2,20,40.0,50.0
17560,2022-06-22,RT2,18,45.0,40.0
19561,2022-06-22,RT2,18,45.0,40.0
19563,2022-06-22,RT2,19,45.0,42.22
19562,2022-06-22,RT3,15,29.0,51.72
19561,2022-06-22,RT3,12,29.0,41.38
18562,2022-06-22,RT3,16,29.0,55.17
17558,2022-06-22,RT3,13,27.0,48.15
17562,2022-06-22,RT3,11,27.0,40.74
19559,2022-06-22,RT3,13,27.0,48.15
16559,2022-06-22,RT3,16,32.0,50.0
16558,2022-06-22,RT3,4,8.0,50.0
16562,2022-06-22,RT3,7,18.0,38.89
17559,2022-06-22,RT3,7,16.0,43.75
18559,2022-06-22,RT3,7,23.0,30.43
17563,2022-06-22,RT3,8,16.0,50.0
19558,2022-06-22,RT3,8,21.0,38.1
17564,2022-06-22,RT3,8,24.0,33.33
16560,2022-06-22,RT3,9,20.0,45.0
18563,2022-06-22,RT3,9,23.0,39.13
19560,2022-06-22,RT3,9,19.0,47.37
16563,2022-06-22,RT3,10,20.0,50.0
18558,2022-06-22,RT3,10,26.0,38.46
16561,2022-06-22,RT3,12,21.0,57.14
17560,2022-06-22,RT3,12,25.0,48.0
18560,2022-06-22,RT3,12,24.0,50.0
17561,2022-06-22,RT3,11,19.0,57.89
18561,2022-06-22,RT3,11,25.0,44.0
17561,2022-06-22,RT4,2,4.0,50.0
17562,2022-06-22,RT4,2,6.0,33.33
19563,2022-06-22,RT4,2,6.0,33.33
16558,2022-06-22,RT4,2,3.0,66.67
17558,2022-06-22,RT4,4,6.0,66.67
18561,2022-06-22,RT4,4,9.0,44.44
16561,2022-06-22,RT4,5,10.0,50.0
17560,2022-06-22,RT4,5,13.0,38.46
17564,2022-06-22,RT4,5,17.0,29.41
18560,2022-06-22,RT4,6,15.0,40.0
19559,2022-06-22,RT4,1,3.0,33.33
19560,2022-06-22,RT4,8,16.0,50.0
18559,2022-06-22,RT4,6,19.0,31.58
17563,2022-06-22,RT4,10,19.0,52.63
19562,2022-06-22,RT4,8,14.0,57.14
17559,2022-06-22,RT4,7,14.0,50.0
18558,2022-06-22,RT4,8,20.0,40.0
18562,2022-06-22,RT4,11,20.0,55.0
18563,2022-06-22,RT4,7,18.0,38.89
16563,2022-06-22,RT4,9,18.0,50.0
